,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,distance
4707,13323937,1 room flat close to the EiffelTower,8238606,Lucie,,Palais-Bourbon,48.85823602911814,2.3025822957220976,Entire home/apt,95,2,2,2016-06-26,2.0,1,55,753.31
16091,5590878,Excellent quality / price ratio,6185802,Alexandre,,Vaugirard,48.851600752248075,2.2924635968856166,Entire home/apt,69,1,19,2016-06-26,1.31,1,191,753.22
16394,9342,STAY ON A BARGE IN PARIS CENTER,30055,Lafond,,Vaugirard,48.853002913053714,2.2860143911181985,Entire home/apt,341,3,36,2016-06-15,0.81,1,228,753.17
34039,11815795,Typical very central Parisian flat,20922905,Adil,,Passy,48.865010697986676,2.294342374223117,Entire home/apt,140,1,9,2016-06-29,4.66,1,328,753.17
18613,4657413,Studio Eiffel Champs de Mars,870669,Fazia,,Vaugirard,48.85192102994122,2.295414914648968,Entire home/apt,120,4,0,,,2,365,753.1
33108,11501695,"Appartement cosy,  Trocad?ro",1496298,B?atrice,,Passy,48.860199773011544,2.28238110709578,Entire home/apt,150,1,1,2016-06-01,0.88,1,77,752.61
15574,11920680,2 bedroom apart. 80sqm Eiffel Tower,35459306,Ana,,Vaugirard,48.85188850096434,2.295221547208087,Entire home/apt,251,6,0,,,1,18,752.39
34328,6233512,"Elegant Flat, Passy-Trocadero 16arr",32344391,Paris,,Passy,48.85590567697388,2.2827166972220163,Entire home/apt,130,7,0,,,1,128,752.04
34582,5099556,2b Apartment next to Shangrila with Seine viev,26344129,Engin,,Passy,48.86482858248086,2.2953387095727527,Entire home/apt,150,1,0,,,2,314,751.67
4846,10541166,Designer Loft central Paris,4248852,Guillaume,,Palais-Bourbon,48.85914117471819,2.3024949864312423,Entire home/apt,300,3,3,2016-05-27,1.25,1,355,751.63
33884,1068445,Cosy 2 room apt Chic central Paris ,4827357,Arno,,Passy,48.86039532260341,2.2824837253384715,Entire home/apt,84,4,36,2016-05-27,0.94,26,358,751.6
34056,6330959,Your Eiffel Tower sweet home,32954627,Blandine,,Passy,48.858592713707544,2.2820194373367193,Entire home/apt,220,2,1,2016-01-10,0.17,1,365,751.57
17543,6935764,Nice apartment in great location,25350601,Housni,,Vaugirard,48.85161880507181,2.291967445003408,Entire home/apt,60,5,0,,,1,0,751.46
4236,3640369,3 Bedrooms Apartment @ Eiffel Tower,8252707,Emmanuel,,Palais-Bourbon,48.852999411710364,2.29850836658267,Entire home/apt,108,1,23,2016-06-03,1.01,2,325,751.17
3673,522392,Paris. Eiffel tower in your window.,1697427,D.,,Palais-Bourbon,48.85460809086597,2.3008074269081487,Private room,90,2,12,2015-10-10,0.48,1,0,750.91
33563,11812600,Amazing Trocadero near Eiffel Tower,62916071,Steve & Lisette,,Passy,48.86503396493674,2.29062462796303,Entire home/apt,140,1,0,,,1,317,750.52
18137,11156991,"Cosy studio, 2min walk Eiffel Tower",27690601,Lucie,,Vaugirard,48.85205520923122,2.29585083453949,Entire home/apt,65,6,0,,,1,17,749.39
5071,12994083,Studio ? proximit? de la tour Eiffel,71609835,Patricia,,Palais-Bourbon,48.8571214877181,2.302345999104705,Entire home/apt,55,1,1,2016-05-25,0.75,1,0,748.94
33811,536884,TROCADERO LUXURY 2 BEDROOM APT,1802008,An?mone,,Passy,48.85827812425972,2.2820661435892,Entire home/apt,241,3,7,2016-06-05,0.14,19,106,747.83
33037,13440297,Cozy room close to Trocadero and the Eiffel Tour,76691863,Charles,,Passy,48.8608051597782,2.2827702141803363,Private room,68,2,0,,,1,18,746.89
35218,9508867,Nid chaleureux dans le 16? parisien,49271639,Khadija,,Passy,48.85830372490266,2.282078734894729,Entire home/apt,98,1,0,,,1,0,746.88
18328,3888282,Great apartment Eiffel Tower view,656386,Emanuele,,Vaugirard,48.851866797266204,2.2897694133979396,Entire home/apt,128,4,0,,,35,306,746.61
4661,5467108,Parisian Home One Bedroom Apartment,27997930,Vacation In Paris,,Palais-Bourbon,48.8537596499885,2.2997003701467817,Entire home/apt,152,3,2,2016-01-08,0.16,35,184,746.56
16201,7230795,"Cosy flat 10"" from the eiffel tower",37648046,Linn?a,,Vaugirard,48.8522626071708,2.288062305124437,Private room,69,1,10,2015-11-09,0.98,1,356,746.51
34977,5595873,Attractive 36m2 near Trocad?ro,23570991,Sylvie,,Passy,48.864521012645206,2.2963217076297937,Entire home/apt,88,3,15,2015-08-30,1.12,1,10,744.55
4974,558368,Apartment 3 min from Eiffel tower,2234666,Astrid,,Palais-Bourbon,48.85751932111991,2.302370542901596,Entire home/apt,79,1,25,2015-10-05,0.52,1,0,743.76
33048,8073668,"1 Chambre, vue sur la Tour Eiffel",42649673,Sue,,Passy,48.85952830974352,2.282274540477661,Private room,69,1,8,2016-06-25,0.84,1,365,743.67
4714,7426132,A very Amazing appartment PARIS,7588232,Samia,,Palais-Bourbon,48.857881230938396,2.3024224970882234,Entire home/apt,75,4,1,2015-08-13,0.09,1,319,743.49
3628,9789763,Tout pr?s de la Tour Eiffel ! :),35230117,Cl?mentine,,Palais-Bourbon,48.8536544028506,2.2994840293326586,Entire home/apt,70,1,14,2016-06-17,2.06,1,56,743.36
18899,830268,Luxury Architect Duplex Tour Eiffel,4349525,Edouard,,Vaugirard,48.85180982570058,2.294208691688388,Entire home/apt,280,4,54,2016-06-23,1.27,1,301,743.27
17301,7682306,Design and cosy flat - Eiffel Tower,5173903,Laura,,Vaugirard,48.85217266207208,2.2960791827560083,Entire home/apt,160,2,2,2015-10-25,0.22,1,365,743.23
33135,13249512,Nice studio near Eiffel Tower,3721942,Celine,,Passy,48.86486067039673,2.294711186240897,Entire home/apt,95,1,0,,,1,86,742.8
34820,6917383,Cosy flat in the center of chic 16e,35976407,Madeleine,,Passy,48.86197818105949,2.2837577425518147,Private room,111,3,0,,,2,0,741.62
18704,2290338,Holidays in front of La Tour Eiffel,3234064,Yassine,,Vaugirard,48.85287917519848,2.2980311149933894,Private room,80,1,113,2016-06-06,4.06,2,348,741.52
4234,8707863,BEDROOM FAN ZONE EIFFEL TOWER !,24315269,Laetitia,,Palais-Bourbon,48.858429778994605,2.302421945366176,Private room,120,2,0,,,2,365,741.45
3769,8769563,Lovely 2 room Flat Eiffel Tower !,45978628,Sergio,,Palais-Bourbon,48.86150366277241,2.301233853988314,Entire home/apt,120,2,43,2016-06-26,5.4,1,188,741.28
34640,13628897,Grand Studio near Eiffel Tower,78996612,Viviane,,Passy,48.859345223637035,2.28226546934814,Entire home/apt,90,2,0,,,1,12,741.08
5024,1860396,Appartement de charme-Tour Eiffel ,9705117,Anne-Laure,,Palais-Bourbon,48.85673747488958,2.302096714190205,Entire home/apt,72,3,85,2016-06-01,2.78,1,212,740.35
33164,9490071,Amazing flat - Eiffel Tower,49185332,Maribel,,Passy,48.86358932802864,2.2985731699810716,Entire home/apt,160,2,14,2016-05-30,2.01,1,82,740.14
35265,9504184,Pretty studio Paris 16 Passy P16358,21630783,Pierre,,Passy,48.857016041030654,2.282387131018307,Entire home/apt,120,5,0,,,65,353,739.85
33111,2095760,Family Flat near Eiffel Tower,2764594,Jean-Philippe,,Passy,48.86216270620601,2.28397872643258,Entire home/apt,250,5,0,,,2,365,739.56
4972,11436503,Cozy Paris Studio Apartment,27519645,Anne,,Palais-Bourbon,48.85723772176224,2.302236805741893,Entire home/apt,40,3,0,,,1,0,738.77
32891,924287,Appartement avec vue Tour Eiffel,3024637,Vania,,Passy,48.85493626015976,2.2836605592957557,Entire home/apt,350,1,0,,,1,359,737.85
4426,12567199,Magnifique appartement,21320570,Caroline,,Palais-Bourbon,48.856585352547654,2.3019953093710157,Entire home/apt,80,1,4,2016-06-09,1.88,1,81,737.54
33133,13712759,Nice Flat in Trocadero/Eiffel Tower,47559980,Omar,,Passy,48.86153448611235,2.2834348594171123,Entire home/apt,70,1,0,,,1,361,736.83
35724,11550109,Paris Eiffel Tower cosy apartment,59596599,Manu,,Passy,48.856374628376344,2.2826854282487927,Entire home/apt,100,1,2,2016-06-24,2.0,1,355,736.79
17395,1307214,Apt  2 bedrooms 5' Eiffel Tower,6556173,France,,Vaugirard,48.85248248350174,2.287685258227361,Entire home/apt,120,6,1,2013-12-24,0.03,1,310,736.53
3817,13407691,"Cosy 2 bedroom, Next to the Eiffel Tower, 7th !",76338825,Armen,,Palais-Bourbon,48.85917142142894,2.3022808010692017,Entire home/apt,120,3,1,2016-06-28,1.0,1,52,736.46
34657,12697072,Jolie Studette Tour Eiffel,18573893,Ruben,,Passy,48.858766921184,2.2822390020054906,Entire home/apt,49,1,7,2016-06-26,7.0,1,40,736.41
4055,13257235,Apartment close to Eiffel Tower,40527438,Julie,,Palais-Bourbon,48.85785678597887,2.3023217402764105,Private room,70,2,0,,,1,59,736.35
33367,6786626,"Studio te huur in Parijs, 16de arr",6998487,Julie,,Passy,48.864986789257095,2.2918579862841155,Private room,85,1,0,,,1,365,736.02
4988,6848112,T2 confortable proche Tour Eiffel,35882745,Tristan,,Palais-Bourbon,48.856125051077974,2.3017487805300734,Entire home/apt,50,2,2,2015-08-24,0.16,1,0,735.97
33342,3385070,studio Trocadero,16541883,Mila,,Passy,48.86485322900359,2.2902721832234985,Private room,85,3,0,,,1,276,735.43
16760,3435993,Eiffel Tower Flat - 3min to Eiffel,13250804,Maud,,Vaugirard,48.85184640232547,2.293767402778564,Entire home/apt,80,2,9,2016-06-17,0.73,1,36,733.83
4887,7125429,room.fr1,37321536,Erik,,Palais-Bourbon,48.859884782751635,2.3020465113693023,Private room,60,1,0,,,1,365,733.46
35705,1066533,Cozy Room near Eiffel Tower,2188481,Talia,,Passy,48.8644731680054,2.288485615231835,Private room,45,1,10,2016-03-03,0.48,2,238,733.04
19173,13259420,Studio 17m2 pour 2 personnes,67165995,Safia,,Vaugirard,48.85211796504549,2.2953609793682195,Private room,40,2,1,2016-06-02,0.94,1,0,731.04
35239,6753979,Havre de paix - Tour Eiffel,35362586,Emmanuelle,,Passy,48.86180925696304,2.2837678460309734,Entire home/apt,70,1,0,,,1,31,731.01
33998,2915107,Appartement deux pi?ces,14884632,Charles,,Passy,48.85728700281279,2.282437866188533,Entire home/apt,80,2,30,2016-06-23,1.2,1,334,730.63
4536,13479088,beautiful studio in the tour eifiel,251498,Wen,,Palais-Bourbon,48.85697965406115,2.3020405046599515,Entire home/apt,55,2,0,,,1,38,730.17
18890,5534393,Appartement 2 pi?ces Tour Eiffel,28697771,Hub,,Vaugirard,48.85222227120671,2.28881562234121,Entire home/apt,80,15,0,,,1,0,729.63
4963,6981450,Joli deux pi?ces dans le 7?me,35284552,Mathilde,,Palais-Bourbon,48.856687108997036,2.3019253286204044,Entire home/apt,80,2,1,2016-01-03,0.16,1,365,729.62
34198,13425668,Luxury Garden Apartment Close to Trocadero,62509540,Aurelie & Alexandra,,Passy,48.85555769521879,2.2832806496589937,Entire home/apt,149,1,0,,,14,76,729.53
33756,8527858,Eiffel Tower-Trocad?ro Passy deluxe,40155793,Caraka,,Passy,48.85739690715203,2.282428792250044,Private room,72,1,10,2016-06-16,1.07,3,365,729.36
33096,1997918,Trocad?ro proche Tour-Eiffel Etoile,10294652,Mireille,,Passy,48.862586098622685,2.2846490397541133,Entire home/apt,100,3,30,2016-06-27,1.53,1,298,729.13
4748,3226614,Studio ? deux pas de la tour Eiffel,16332282,Jean-Luc,,Palais-Bourbon,48.85586718561758,2.3014912323122587,Entire home/apt,80,2,4,2015-07-12,0.18,1,365,728.75
35693,8014651,Studio Trocadero,1038463,Deian,,Passy,48.862037269114104,2.284028055355602,Entire home/apt,50,3,1,2016-01-06,0.17,1,0,728.71
34360,5450812,Studio near Eiffel Tower,17904422,Inna,,Passy,48.858851158815156,2.2823614454959067,Entire home/apt,70,3,7,2016-07-02,0.51,1,247,728.09
18679,12516728,Lovely apartment near Eiffel Tower,16577008,Shao,,Vaugirard,48.85189133547923,2.2936254562684746,Entire home/apt,100,2,1,2016-05-07,0.51,2,210,727.41
35732,1848934,G16216 beautiful 3 br Trocadero,3971743,Diane,,Passy,48.85784599720861,2.282380697530149,Entire home/apt,395,7,2,2014-06-15,0.08,55,320,727.12
18879,6861445,Tr?s bel appartement - Tour Effeil,3090661,Veronique,,Vaugirard,48.85187624926785,2.293308576626908,Entire home/apt,111,1,1,2015-06-29,0.08,1,364,726.33
3794,6724932,Charming flat - Eiffel Tower 75007,35215000,Pauline,,Palais-Bourbon,48.86003497856744,2.3018817444770856,Entire home/apt,90,2,13,2016-06-07,1.07,1,40,725.8
18956,7510372,55sqm with Eiffel Tower view,39370615,Burak,,Vaugirard,48.851994288086175,2.2902027676026626,Entire home/apt,150,3,22,2016-06-25,2.2,1,303,725.56
35073,8605027,Lovely Flat Trocadero  Eiffel Tower,25040369,Fiona,,Passy,48.861898192313205,2.2839464962523044,Entire home/apt,136,1,3,2015-10-12,0.33,1,344,725.2
33351,632392,Studio Eiffel Trocad?ro-mandarine,3146321,Orianne,,Passy,48.864537430283185,2.289054653442609,Entire home/apt,70,3,130,2016-06-28,2.82,2,305,725.04
34082,4499835,Near Eiffel Tower & Arc de Triomphe,20094208,C?line,,Passy,48.86472628748079,2.2900639902519475,Entire home/apt,111,7,7,2016-05-21,0.62,1,319,724.87
34296,9376203,Zen studio under the rooftop,29559258,Anastasia,,Passy,48.85604520694282,2.283039173431419,Shared room,62,1,24,2016-06-17,3.71,1,344,724.43
18541,12003515,Studio de charme proche Tour Eiffel,17422671,Anne,,Vaugirard,48.85278605439586,2.287203457370089,Entire home/apt,55,2,2,2016-04-21,0.76,1,5,724.13
35313,5952071,2 chambres au Trocad?ro/Poincar?,13013633,Benjamin,,Passy,48.86417688926597,2.287799453293788,Entire home/apt,210,5,16,2016-06-27,1.22,52,336,724.01
35520,822775,One bedroom view on Eiffel tower,4320400,Hazi,,Passy,48.85954315012847,2.2825623396174057,Entire home/apt,150,4,39,2016-06-26,0.93,1,152,723.24
19121,6710124,Flat close to the Eiffel Tower,22037631,Mathieu,,Vaugirard,48.852364863709056,2.296062988038604,Entire home/apt,65,3,2,2015-11-28,0.18,1,196,722.99
16460,5518364,3 rooms Flat near the Eiffel Tower,6084836,Marthe,,Vaugirard,48.852326028073215,2.2959163249115684,Entire home/apt,130,2,33,2016-05-29,2.36,1,236,722.98
3705,879414,Room with sight on Eiffel Tower,4640609,Fabrizio,,Palais-Bourbon,48.856606886764745,2.301796726183105,Private room,50,1,271,2016-07-01,6.59,2,124,722.9
16248,7886359,Nice flat next to Eiffel Tower,41573603,Hamza,,Vaugirard,48.8528599145768,2.2870686580008392,Entire home/apt,130,3,14,2016-06-25,1.57,1,358,722.26
33954,9725710,Paris 16  PASSY pr?s de la Tour EFF,50194477,Souad,,Passy,48.85838293392328,2.2824169131230483,Entire home/apt,90,3,7,2016-02-01,1.14,1,332,722.09
16941,4114542,Lovely Apartment with a view of the Eiffel Tower,15799731,Julie,,Vaugirard,48.85193457735559,2.291007809836455,Entire home/apt,125,2,13,2016-05-29,0.61,1,6,722.08
35748,12202486,Quiet & luminous sweet flat Passy,23057424,Julie,,Passy,48.858339142623265,2.282426358770648,Entire home/apt,94,3,8,2016-06-26,3.33,1,83,721.41
35229,1642719,Incredible flat near eiffel tower!,8720615,St?phane,,Passy,48.857060975833704,2.282638318506065,Entire home/apt,220,3,22,2016-01-02,0.66,1,0,720.84
16967,8442463,Chambre priv?e tr?s calme,19247448,Nuria,,Vaugirard,48.85213931355385,2.2949748379495563,Private room,55,1,42,2016-06-11,4.52,1,183,720.57
4230,6759571,Tr?s joli Studio Tour Eiffel,14756806,Mathilde,,Palais-Bourbon,48.85621032812818,2.301568413086152,Entire home/apt,71,4,0,,,1,0,720.35
4385,5761281,Confortable design flat - Eiffel T.,5204704,Matthieu,,Palais-Bourbon,48.859476070140296,2.301984059994926,Entire home/apt,160,10,6,2016-03-17,0.44,1,282,719.9
4057,3164916,Cosy room nearby the Eiffel Tower,16054691,Andr?a,,Palais-Bourbon,48.85328591144575,2.29834200036742,Private room,80,1,14,2016-06-22,0.57,1,365,718.52
5010,3305499,[110m2] Eiffel Skyline Apartment,7608379,Alexis,,Palais-Bourbon,48.85536767606978,2.300964128497716,Entire home/apt,500,1,39,2016-06-20,1.66,35,249,717.41
34984,10216797,Studio Trocad?ro proche Tour Eiffel,2576324,Agathe,,Passy,48.86046642435903,2.2830141326336117,Entire home/apt,54,1,7,2016-07-02,1.44,1,365,717.19
5092,3549841,2 bedroom with terrace between ,1602690,Host In Paris,,Palais-Bourbon,48.856969338731226,2.3018514639757157,Entire home/apt,191,7,8,2016-05-26,0.35,34,308,716.91
33727,13173679,Trocadero - Eiffel Tower - 4 people,73632091,Ana-Lorena,,Passy,48.86089030530485,2.283272721379188,Entire home/apt,89,1,0,,,3,172,716.39
3941,1181098,"Beautiful apt, view on Eiffel Tower",6461607,Claude-Catherine,,Palais-Bourbon,48.86155219711004,2.3007973847021117,Entire home/apt,150,4,2,2016-01-01,0.17,1,70,715.89
4308,8988063,At the Eiffel Tower,2522825,Arnaud,,Palais-Bourbon,48.85859721730022,2.302066807371624,Entire home/apt,86,2,27,2016-06-14,3.18,11,358,715.88
18667,1112642,Eiffel Tower at your doorstep  ?,4175,Martin,,Vaugirard,48.85222360736929,2.2951810379087254,Entire home/apt,95,5,20,2016-06-14,0.53,1,340,715.87
35012,3758662,Pied ? terre pr?s de la Tour Eiffel,19242697,Omar,,Passy,48.85578317471401,2.2833310848384225,Entire home/apt,95,7,0,,,1,0,715.75
34679,13482512,Studio Paris 16?me - Place Trocad?ro / Tour Eiffel,77210395,Fred,,Passy,48.862663119517485,2.285004144509968,Entire home/apt,69,5,1,2016-06-29,1.0,1,28,715.1
16832,7063366,Tour Eiffel  Charming place,30340827,Georges,,Vaugirard,48.852078342748186,2.294278580495313,Entire home/apt,111,6,0,,,1,0,715.0
19326,8396189,Cosy 45m? at 500m from Tour Eiffel,1368911,Safouene,,Vaugirard,48.852815689899224,2.2971931146154603,Entire home/apt,79,3,0,,,1,354,714.67
17187,13597611,Appartement familial 7min de la Tour Eiffel,78602452,Paul,,Vaugirard,48.85198255870474,2.293281371115122,Entire home/apt,261,2,0,,,1,39,714.36
18527,13315811,Dupleix lovely studio with Eiffel Tower view,75210968,Yida,,Vaugirard,48.85209304316,2.294290313301893,Entire home/apt,55,1,4,2016-06-26,4.0,1,21,713.58
3983,4766080,Very pleasant 2 bedrooms apartment,19301541,Louis,,Palais-Bourbon,48.86176433257617,2.3005588187902406,Entire home/apt,130,2,10,2015-09-28,0.71,1,1,712.95
34140,12240423,Studio ? Trocad?ro,65875411,Romane,,Passy,48.86126890880047,2.28359388996046,Entire home/apt,58,1,4,2016-06-14,2.61,1,27,712.82
33680,9677778,"TROCADERO, nice 35sqm apartment",38583418,Adrien,,Passy,48.86436654748243,2.29571899152848,Entire home/apt,55,2,3,2015-12-30,0.46,1,0,712.1
33721,12588228,studio,68279115,Saga,,Passy,48.860796674336264,2.2832820868857557,Shared room,75,1,0,,,1,87,711.75
4940,13538521,Studio,77873102,Arnaud,,Palais-Bourbon,48.85802520589146,2.301995690447673,Entire home/apt,60,6,0,,,1,33,711.3
4233,7003759,Design Studio Eiffel Tower,14148125,Thibault,,Palais-Bourbon,48.85345344918192,2.2984843445372154,Entire home/apt,75,3,59,2016-06-30,5.24,1,63,710.54
4457,5360567,APPARTEMENT CHAMPS DE MARS,6451302,Laurent,,Palais-Bourbon,48.85646975201972,2.3015282600310014,Entire home/apt,401,1,0,,,1,0,708.43
3715,9873592,BEAUTIFUL 2BR at Eiffel Tower feet,24110319,Alain,,Palais-Bourbon,48.85363678514978,2.2987611857581083,Entire home/apt,300,5,10,2016-06-14,1.64,4,197,708.35
33441,13264093,Trocadero - Eiffel Tower - 4 people,24679568,Lorena,,Passy,48.86308444660034,2.2857795283571605,Entire home/apt,79,1,1,2016-07-01,1.0,4,31,707.84
4122,13662848,Eiffel Tower Studio in Paris,4041625,Oscar,,Palais-Bourbon,48.857827567745645,2.3019243105515788,Entire home/apt,46,1,0,,,1,12,707.63
33061,12777122,Eiffel Tower - Trocadero apartment,24679568,Lorena,,Passy,48.861566042385704,2.2839197933785207,Entire home/apt,99,1,12,2016-06-15,6.1,4,61,707.61
18490,9123995,Heart of Paris!,4698852,Adel,,Vaugirard,48.852013785343196,2.292197114534713,Entire home/apt,80,3,2,2016-03-29,0.32,2,72,707.21
34989,12148436,Paris Tour Effeil & Arc de Triomphe,65224997,Tayeb,,Passy,48.864699143243534,2.291330126813938,Entire home/apt,79,2,3,2016-06-27,1.43,1,16,706.84
35286,8976556,Chambre vue Tour Eiffel,46906847,Lara,,Passy,48.86177267205309,2.2841228844147543,Private room,70,1,3,2015-12-07,0.38,1,0,706.81
4881,4111378,nice flat eiffeil tower,21313526,Samy/Kristina,,Palais-Bourbon,48.86166943678815,2.300527830876133,Entire home/apt,99,3,51,2016-06-30,2.64,1,343,705.49
35207,13381396,Brand New Studio Trocadero rue De Lubeck,76060699,Chantal,,Passy,48.864697488028916,2.291528231946204,Entire home/apt,45,2,1,2016-06-25,1.0,1,53,705.37
3751,6524050,Nice place near Eiffel tower!,31234686,Marisol,,Palais-Bourbon,48.85711102272124,2.3017340743858323,Shared room,60,2,5,2016-06-23,3.26,1,45,705.23
34049,3446295,Paris16-Passy-Furnished studio,4371099,Fr?d?ric,,Passy,48.85580722778175,2.283472535836671,Entire home/apt,70,90,4,2015-08-09,0.19,9,56,705.2
35454,5810508,90m2 flat with balcon - Trocadero,30148421,Brigitte,,Passy,48.86220421484768,2.2846135228014264,Entire home/apt,241,1,0,,,1,365,704.68
35767,2360763,#Cosy #Arty #Cocoon #Eiffel-Tower,5853269,Mus,,Passy,48.86383475493013,2.287407618609812,Entire home/apt,74,2,48,2016-06-21,1.68,8,44,704.4
17136,3999012,Joli studio de 35m2 Paris 15?me,20732569,Kenza,,Vaugirard,48.852108144154364,2.2908755706465618,Entire home/apt,120,1,1,2015-01-02,0.05,1,0,704.3
18845,9621049,Beautiful 1 bedroom apartment P1526,21630783,Pierre,,Vaugirard,48.8520470309659,2.2926553309607463,Entire home/apt,140,5,1,2016-06-05,1.0,65,301,704.0
32924,7661444,190 sq. m with view on Eiffel Tower,40215063,Herve,,Passy,48.8646949904877,2.2926052482222907,Entire home/apt,476,1,12,2016-06-30,1.31,1,329,703.29
4034,2375453,Une P?niche sous la Tour Eiffel,12137479,Xavier,,Palais-Bourbon,48.86288121107298,2.299008166276914,Entire home/apt,350,7,4,2016-06-30,0.38,1,35,702.11
19194,12602920,3 pi?ces ensoleill? avec balcon,68378310,Marie,,Vaugirard,48.85214970242073,2.2938758977600564,Entire home/apt,111,2,1,2016-07-01,1.0,1,92,701.76
33698,9702449,Quiet flat for families,50099512,Delphine  & Arnaud,,Passy,48.861769369675315,2.2842029049410497,Entire home/apt,90,1,2,2016-03-26,0.33,1,0,701.68
34748,13607700,Studio refait ? neuf TROCADERO!!!,9403295,Dorian,,Passy,48.86334096495746,2.2863731153610254,Entire home/apt,100,2,1,2016-06-29,1.0,1,179,701.62
4845,13162724,Chambre pour 1 ou 2 personnes proche Tour Eiffel,73504520,Tofinho,,Palais-Bourbon,48.85994403352696,2.3015731016902223,Private room,59,1,0,,,2,88,701.4
3627,8500943,Private Room in a Flat - Paris 7th,38676912,Bernard,,Palais-Bourbon,48.85740361798258,2.301755742563205,Private room,43,5,2,2015-10-30,0.23,1,30,701.04
32871,3844771,Lovely studio at Trocad?ro,19818538,Estelle,,Passy,48.862407360502345,2.284922761365304,Entire home/apt,60,1,1,2014-12-20,0.05,1,0,701.02
3793,1231264,2 min walking Eiffel Tower !,1180938,Justine,,Palais-Bourbon,48.860052210060175,2.301507431806741,Entire home/apt,100,3,17,2016-01-19,0.87,1,178,699.86
4407,12704805,Tr?s charmant studio coeur de paris,69062730,Pierre-Eric,,Palais-Bourbon,48.85714858328313,2.3016601825902008,Entire home/apt,64,2,1,2016-05-30,0.83,1,0,699.11
4320,12397660,Sunny Flat 1 min from Eiffel Tower,8647290,Pierre-Olivier,,Palais-Bourbon,48.857066612121145,2.3016243493362785,Entire home/apt,120,1,4,2016-05-29,1.52,1,184,698.37
4357,9786604,Eiffel Tower l Charming studio,50443838,Mathilde,,Palais-Bourbon,48.85760852122389,2.301761643650323,Entire home/apt,80,1,9,2016-04-22,2.14,1,215,698.33
3688,906907,Great view Eiffel Tower,4855749,Roberto,,Palais-Bourbon,48.85662222257013,2.3014293798813004,Private room,181,5,0,,,1,365,696.6
16200,6487199,La vie next to the Eiffel Tower,8257005,Fabiola,,Vaugirard,48.85248303084706,2.289055452378462,Private room,40,20,0,,,1,0,696.37
34966,485465,1 BR modern apt at Eiffel/Trocadero,2403689,Renaud,,Passy,48.8639283454336,2.287909236652894,Entire home/apt,130,7,8,2016-03-01,0.18,2,291,695.76
17359,2880433,2 pi?ces proche Tour Eiffel 30m?,9147001,Manuel,,Vaugirard,48.85245068499055,2.2953459547208186,Entire home/apt,50,5,4,2016-03-28,0.15,1,184,695.58
17245,13051720,"Dupleix, la Motte Piquet 2 pi?ces",6521750,Sabrina,,Vaugirard,48.85212228756197,2.2922396066088497,Entire home/apt,75,15,1,2016-06-25,1.0,4,89,695.12
33831,13504321,Sublime 70sqm one-bedroom - Trocadero,11593703,Rudy And Benjamin,,Passy,48.864620637172244,2.2921550325104234,Entire home/apt,149,3,0,,,56,361,694.71
18327,7165845,85m? apartment near Eiffel Towel,16582976,Laura,,Vaugirard,48.85242370905935,2.2951838171633696,Entire home/apt,150,2,5,2016-05-20,0.55,1,27,694.71
34302,3216302,Studette meubl?e au Trocad?ro Paris,16288899,Sandrine,,Passy,48.86453647544401,2.2907740287434857,Entire home/apt,75,1,3,2016-01-01,0.13,1,362,694.16
18855,4898231,Superbe appartement Tour Eiffel,25026105,Alain,,Vaugirard,48.8528294443223,2.2966174692553567,Entire home/apt,270,4,5,2016-03-26,0.31,1,324,693.12
4178,13610039,Quiet and bright at the foot of Eiffel Tower,78771521,Daniela,,Palais-Bourbon,48.85984601447896,2.301485677363918,Entire home/apt,134,7,0,,,1,59,692.55
4531,9695956,La Tour Eiffel accessible ? pied !,50071287,Ludovic,,Palais-Bourbon,48.85863524184264,2.3017423361732403,Entire home/apt,60,2,2,2016-06-02,0.3,1,0,692.32
35166,9368943,?????????????????????,48254139,?,,Passy,48.86375174688098,2.2875202045712104,Private room,45,1,12,2016-06-03,1.53,1,185,692.27
3723,6934958,MODERN 1 BDR APT / EIFFEL TOWER,20978901,Arnaud,,Palais-Bourbon,48.85807286601169,2.301725485340512,Entire home/apt,100,2,45,2016-06-26,3.8,1,50,691.29
33896,9327028,Cosy Apartment - Eiffel Tower,48408585,Alexis,,Passy,48.855627550016536,2.283815237998664,Entire home/apt,80,1,2,2016-02-15,0.37,1,0,690.95
15958,9957352,Paris Tour Eiffel Appartment,21879403,Thierry,,Vaugirard,48.85259035111902,2.2957366665747205,Private room,50,1,6,2016-04-09,0.9,2,0,690.81
35119,12402576,new studio near Eiffel Tower,66459535,Daniela,,Passy,48.86451449217226,2.2908710651633557,Entire home/apt,39,2,2,2016-05-07,0.79,1,0,690.65
4489,3391146,"Exclusive address, nxt Eiffel Tower",14458956,Alex & Mikael,,Palais-Bourbon,48.854133628332264,2.299185645321224,Entire home/apt,79,2,15,2015-09-30,0.64,3,307,690.64
19300,6206161,A 2 pas de la Tour Eiffel,25640857,Ralph,,Vaugirard,48.85311040565384,2.297299471706438,Entire home/apt,601,3,0,,,1,93,690.63
18963,694047,modern flat close to effeil tower,3551169,Jo?l & Charlotte,,Vaugirard,48.85222646528202,2.2909708638045223,Entire home/apt,90,4,15,2015-08-12,0.34,1,175,690.28
