,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,distance
18950,13376103,Nice bedroom in a 60 m? flat near the Eiffel Tower,7316569,Mario,,Vaugirard,48.850749179006655,2.2909613281442422,Private room,40,2,0,,,1,27,853.33
15849,13432085,Room within lovely large flat,32071221,Alexandre,,Vaugirard,48.851478191723004,2.29740186035214,Private room,100,1,0,,,1,189,853.17
33423,1050012,Big studio view on the Eiffel tower,4673119,Chloee,,Passy,48.86600596001566,2.291131136984542,Entire home/apt,111,5,1,2014-05-20,0.04,1,358,852.88
35259,8979682,Luxury apartment 160m2 in Trocad?ro,46918672,Ghislaine,,Passy,48.86452494878014,2.2853249490966454,Entire home/apt,401,3,6,2016-05-29,0.91,1,327,852.79
34856,11538765,"Victor Hugo, 50m?, Paris 16?",4435001,Claudio,,Passy,48.865967731252915,2.2907239641887087,Entire home/apt,149,6,0,,,14,31,852.14
16143,6004073,? Eiffel Tower in neighboring ?,11228469,Somaya,,Vaugirard,48.85074494197743,2.2912560608479264,Entire home/apt,69,3,54,2016-06-23,3.75,2,310,851.62
35204,8723468,Luxury 1BR - Passy / Eiffel,16842733,Michael & Julie,,Passy,48.85785518935935,2.280677681731769,Entire home/apt,150,3,3,2016-01-05,0.34,2,365,851.29
33067,924188,CHARMING STUDIO / TROCADERO,4723070,Nathalie,,Passy,48.86239879976264,2.282389553266591,Entire home/apt,90,5,7,2016-06-15,0.19,1,365,851.24
16568,2904319,COSY APT GRENELLE CHAMP DE MARS,1802008,An?mone,,Vaugirard,48.8507961257375,2.293850026938442,Entire home/apt,150,2,9,2015-10-06,0.37,19,363,850.3
3962,8525247,"Studio, PARIS, 7th district, 18m?",26611824,Lylia,,Palais-Bourbon,48.85816365606392,2.303902063625976,Entire home/apt,65,3,22,2016-06-18,2.87,1,223,850.03
35253,6096764,Cosy apartment 10' to Eiffel Tower,17912226,Benjamin,,Passy,48.85889618605518,2.2807002624412696,Entire home/apt,98,2,0,,,1,0,849.67
34086,5577921,Studio entre Trocad?ro et l'Etoile,21287209,Charles,,Passy,48.8660100626326,2.2919779882365465,Entire home/apt,80,2,25,2016-06-19,2.5,1,36,849.44
35288,194621,Classic Flat near Eiffel Tower,945319,Sylvie,,Passy,48.86505868520442,2.2978796218942907,Entire home/apt,376,5,58,2016-06-13,1.51,1,327,848.48
17418,2878314,Studio Eiffel Tower,7347222,Francois And Scarlett,,Vaugirard,48.85115767787835,2.2960505053379063,Entire home/apt,55,3,3,2016-06-10,1.96,1,350,848.3
4533,3518077,600M FROM THE EIFFEL TOWER!,17713527,St?phanie,,Palais-Bourbon,48.857102570040205,2.3037173637118653,Entire home/apt,99,4,24,2016-06-16,1.3,1,352,848.07
33749,3546554,Chambre 15m2 - Trocad?ro/Passy,17855654,Laurence,,Passy,48.85739417219716,2.280795132658146,Private room,45,5,2,2015-10-12,0.21,1,343,847.77
34388,13448776,Superbe appartement ? 2 pas de la tour Eiffel,76795474,L?a,,Passy,48.859379375418904,2.2808025422179026,Private room,49,1,2,2016-06-19,2.0,1,6,847.6
4805,2689157,Beautiful sunny flat ,7155102,Anne,,Palais-Bourbon,48.86078615416287,2.3032496322189315,Entire home/apt,491,3,4,2016-01-02,0.22,1,213,845.64
3957,12780293,Eiffel Tower - sweet cozy & very quiet flat,68692831,Xavier,,Palais-Bourbon,48.85792944882583,2.3038255800369507,Entire home/apt,90,3,1,2016-06-28,1.0,1,359,845.56
35246,13226760,Beautiful all-new apartment near the Eiffel Tower,57680873,Sabrina,,Passy,48.8642409470376,2.284938167807624,Entire home/apt,157,1,0,,,1,90,845.39
35481,3982501,Appartement Eiffel Tower - Trocader,20642520,Cyril,,Passy,48.865534769956255,2.288410881405563,Entire home/apt,89,2,34,2016-06-13,1.54,1,90,845.27
35635,4350070,Christmas in Paris,22580724,Nicolas.Jacquet,,Passy,48.86184433299054,2.2820076002012764,Entire home/apt,300,1,0,,,1,0,845.26
4877,10404415,Studio calme au 1er ?tage,53571777,Laure,,Palais-Bourbon,48.85641090569179,2.303438511629673,Entire home/apt,70,1,0,,,1,0,844.5
19071,30969,View of the Eiffel Tower,132916,Patty,,Vaugirard,48.85220107991829,2.2990014072359886,Entire home/apt,175,1,116,2015-09-26,1.85,1,301,844.02
34068,7904898,Studio 30m2 Trocad?ro/Tour Eiffel,41684145,Nicolas,,Passy,48.85876446682663,2.280772374501296,Entire home/apt,70,1,0,,,1,0,843.52
3703,2322188,studio pr?s de la Tour Eiffel  ,9526252,Hocine,,Palais-Bourbon,48.85639339835081,2.3034095488775064,Entire home/apt,49,4,72,2016-06-16,2.51,1,294,842.96
3578,4282910,Champs de mars - gros caillou,6275481,Maxi,,Palais-Bourbon,48.857907197045115,2.3037816732141168,Entire home/apt,69,2,30,2016-06-28,2.07,2,347,842.5
18785,5297563,"Appartement de charme, tour eiffel",27438639,Louis,,Vaugirard,48.851762193748044,2.297910599295796,Entire home/apt,75,2,41,2016-07-01,2.62,1,68,842.45
34411,2750782,Apart with patio and winter garden,14072703,Rosario,,Passy,48.85731170042108,2.2808869598144517,Entire home/apt,251,3,9,2016-04-02,0.52,1,333,842.35
4261,6486356,Tour Eiffel - Rue Saint Dominique - 3 bedrooms,32790569,Val?rie,,Palais-Bourbon,48.85944402412548,2.303685335406111,Entire home/apt,321,2,3,2016-06-30,0.3,1,68,842.3
5006,2518920,S07110 - Pont de l'Alma Studio,2667370,Parisian Home,,Palais-Bourbon,48.86031080786815,2.3033984147613773,Entire home/apt,182,7,1,2014-12-04,0.05,139,215,840.9
35094,7555145,100sqm appt next to Eiffel tower,38240286,Wifek & Yassine,,Passy,48.86072790774949,2.2813662530315693,Entire home/apt,191,1,8,2016-06-24,1.69,2,319,840.74
4017,9582175,appartement plein centre de Paris,44265446,Malak,,Palais-Bourbon,48.85553076897118,2.302928053182664,Entire home/apt,90,1,0,,,1,0,840.21
35379,3392948,Studio near the Eiffel Tower,14572478,J?r?me,,Passy,48.863451680329675,2.2837866638539226,Entire home/apt,80,1,1,2015-09-27,0.11,2,0,839.96
4616,12551712,Eiffel Tower l Charming studio,24993405,Mathilde,,Palais-Bourbon,48.85640292688868,2.3033678377569085,Entire home/apt,80,1,0,,,1,216,839.74
17902,6266006,Grand Studio - Tour Eiffel,32563013,Milad,,Vaugirard,48.85244222844429,2.285183574822502,Entire home/apt,120,6,0,,,1,0,839.7
5063,12207947,Studio clair et confortable,37493581,Pascale,,Palais-Bourbon,48.85820242577582,2.3037548403995194,Entire home/apt,80,3,0,,,1,0,839.16
33736,8586328,Charming Studio Eiffel Tower Passy,45188859,Maxime,,Passy,48.86240076045685,2.2825942470734337,Entire home/apt,80,3,2,2015-11-20,0.26,1,27,838.65
16928,6727404,Ideally located near Eiffel Tower,6410234,Adrien,,Vaugirard,48.851011725822076,2.289841929071459,Entire home/apt,150,1,0,,,1,0,837.93
19072,2783525,50m? close to Eiffel's Tower,14245194,Laurent,,Vaugirard,48.850839209961,2.2923403460999805,Entire home/apt,80,3,17,2015-10-04,0.66,1,276,837.79
35334,11065657,COSY 2P Tour Eiffel/Trocadero/Passy,37037573,Laura,,Passy,48.857710928177845,2.280881630917587,Entire home/apt,98,5,0,,,1,17,837.66
19357,10096319,"Balcony, voew over the rooftops",10909737,Lionel,,Vaugirard,48.8509834581736,2.290071692682627,Entire home/apt,100,3,0,,,1,191,837.58
4091,8939053,Appartement familial Tour Eiffel,8568710,Vanessa,,Palais-Bourbon,48.85714847385956,2.303579137243764,Entire home/apt,200,1,1,2016-01-03,0.16,1,45,837.25
17820,7054837,Lovely flat near Tour Eiffel,34500044,Vanessa,,Vaugirard,48.851434183224924,2.2967153273574774,Entire home/apt,149,3,5,2016-06-12,0.59,1,264,836.88
16779,5281626,pleine vue sur la  tour Eiffel,26223129,L?onie,,Vaugirard,48.85085169888724,2.2924238548100613,Entire home/apt,111,3,5,2016-04-12,0.51,2,365,836.46
4954,9604371,Beautiful flat Paris 7th P07233,21630783,Pierre,,Palais-Bourbon,48.85821278816893,2.3037180596668394,Entire home/apt,164,5,2,2016-06-20,1.33,65,344,836.44
4117,8550518,Champs de Mars,45009281,Anu,,Palais-Bourbon,48.852886261096586,2.3001007224341814,Entire home/apt,200,3,7,2016-06-15,0.89,1,266,836.11
33919,3018578,Your view on the Eiffel Tower,15367581,David,,Passy,48.86015839463375,2.281188072007069,Entire home/apt,90,2,9,2015-06-06,0.37,1,364,835.88
16576,9721140,Cosy room - View of the Tour Eiffel,18656011,Fabien,,Vaugirard,48.85152162496064,2.2969818541758635,Private room,79,1,0,,,1,365,835.74
18966,694780,Lovely flat close to Eiffel Tower,3556094,Lauria,,Vaugirard,48.85145073163118,2.296734793339208,Entire home/apt,150,3,103,2016-06-17,2.27,1,296,835.73
3696,5295413,FAMILY FLAT...NEAR EIFFEL TOWER,4364177,Sl!M,,Palais-Bourbon,48.85717776204691,2.303555736114264,Entire home/apt,99,2,75,2016-06-30,4.93,3,330,835.04
17223,13574161,Paris sur un nuage ... Paris on a cloud ...,78296351,Laurence,,Vaugirard,48.85176990583562,2.2868650361292566,Entire home/apt,451,1,1,2016-06-27,1.0,1,160,834.61
34983,3104920,Studio Paris Trocadero,15785065,Joris,,Passy,48.863250542602024,2.283615295020331,Entire home/apt,45,3,3,2016-06-26,3.0,1,38,834.59
32965,8302657,FRESH & BRIGHT 2-ROOM APPARTEMENT,7665373,Francois,,Passy,48.857875184147154,2.2809063772651936,Entire home/apt,95,2,0,,,1,0,834.45
33352,1268148,Penthouse next to the Effiel Tower,6902875,Genia,,Passy,48.86517895753776,2.287514053353729,Entire home/apt,160,2,61,2016-06-17,1.66,1,153,833.4
34579,12571495,EiffelTower Cozy Room,40155793,Caraka,,Passy,48.85847215320013,2.280897391026852,Private room,50,1,4,2016-05-31,2.0,3,335,833.33
17703,8108374,Calm and bright studio of 32m2,37209699,Anne-Marie,,Vaugirard,48.8517187940025,2.297522711560038,Entire home/apt,100,1,9,2016-06-06,0.93,1,39,833.24
3568,13763139,Apartment Eiffel Tower,25358692,Rayane,,Palais-Bourbon,48.85754833328136,2.3036047078235202,Entire home/apt,100,2,0,,,2,82,833.03
34295,5647765,Residence Champs Elys?e 4,7608379,Alexis,,Passy,48.865795179344346,2.293826905842192,Entire home/apt,491,1,0,,,35,365,832.89
16135,12047860,Perfect apartment for 2 to wander in Paris,19617462,Daphn?,,Vaugirard,48.850938149216674,2.2936432206495847,Entire home/apt,79,3,4,2016-06-10,2.11,1,4,832.71
4952,5671986,Cosy Flat with Eiffel Tower view !,8878062,Julie,,Palais-Bourbon,48.85637035218173,2.3032517674554978,Entire home/apt,100,2,12,2016-06-24,0.81,1,350,832.5
33115,11814424,Studio avec vue imprenable 34m2,56569521,Alex,,Passy,48.86533864547813,2.2964471773952044,Entire home/apt,55,1,2,2016-03-18,0.56,1,0,832.12
4620,6522746,Loft duplex de 80m2 pr?s rue Cler,34112663,Alex,,Palais-Bourbon,48.857645117829534,2.3036046489196047,Entire home/apt,210,5,7,2016-07-03,0.64,1,109,831.91
4456,8146081,Appartement avec terrasse,26003031,Diane,,Palais-Bourbon,48.85906862061575,2.303607400011377,Entire home/apt,300,1,0,,,1,0,831.74
15554,10749709,"Beau studio - 15?me,m?tro Dupleix",12992864,Rodrigue,,Vaugirard,48.85089630493476,2.292452399730744,Entire home/apt,60,1,10,2016-07-01,2.03,1,88,831.53
4936,13145993,Cosy Studio au pied de la T. Eiffel,73311276,Nathalie,,Palais-Bourbon,48.856502151453846,2.3032900167520207,Entire home/apt,72,1,2,2016-06-23,2.0,1,63,831.41
33152,13726147,Lovely flat-Trocadero -Eiffel Tower,73632091,Ana-Lorena,,Passy,48.86051131554307,2.281396973689126,Entire home/apt,79,1,0,,,3,170,831.4
17349,11793958,Lovely room near the Eiffel Tower,23143466,Nicolas,,Vaugirard,48.850946151553615,2.2910964171228803,Shared room,55,1,1,2016-03-31,0.31,1,282,830.48
34325,12786814,Petit studio en plein Paris,69604739,Pierre,,Passy,48.85849564020981,2.2809478904924627,Entire home/apt,60,1,2,2016-06-29,1.03,1,359,829.67
35197,10691217,100 m? Eiffel Towel /Champ Elys?es,48669295,Aziz,,Passy,48.86556995280717,2.295273542400985,Entire home/apt,191,3,0,,,1,275,829.48
33159,13214336,2 pieces 70m2 Paris Trocadero,74100881,Paul,,Passy,48.86077214200707,2.281557414458537,Entire home/apt,80,2,0,,,1,4,829.03
33808,8007483,Trocadero/Eiffel charming terrace,41597259,Florent,,Passy,48.86556811310435,2.289316452216607,Entire home/apt,199,3,11,2016-06-12,1.15,1,267,828.99
35106,13058681,B&B with balcony - Trocad?ro,14848886,Lou,,Passy,48.865441871181496,2.2886839691176672,Private room,115,1,1,2016-06-18,1.0,1,361,828.98
4915,436955,"Au gros caillou, Studio, Paris",1863655,Manon,,Palais-Bourbon,48.85639025714713,2.3032100765135803,Entire home/apt,70,2,28,2016-05-28,0.57,2,89,828.97
16221,11686027,Lovely apartment near the Eiffel Tower/ BIR-HAKEIM,20303559,Kenza,,Vaugirard,48.85118717908182,2.2893245667289266,Entire home/apt,90,2,3,2016-06-18,3.0,1,303,827.97
33354,1040584,*** EIFFEL TOWER/Champ-Elys DREAM**,5729237,Thomas,,Passy,48.865307430008144,2.2881635204627933,Entire home/apt,80,3,59,2016-06-27,1.52,3,330,827.92
4154,5736248,Apart. 36 m2 - Eiffel Tower - Paris,9822086,Marion,,Palais-Bourbon,48.856095992438405,2.3030592854057903,Entire home/apt,95,1,0,,,1,180,827.77
35014,6904363,appartement  proche Trocadero,36184172,Antoine,,Passy,48.8564670278239,2.281350721381638,Entire home/apt,111,1,0,,,1,365,827.72
16138,10083248,Nice 2 bedrooms near Eiffel Tower,51740775,Junkai,,Vaugirard,48.851148119203174,2.2895759652585594,Entire home/apt,100,3,8,2016-06-16,1.26,1,299,827.56
35155,1126705,Eiffel Tower Passy Familly Flat,6181260,Jayme,,Passy,48.85430750032282,2.282814416775373,Entire home/apt,171,2,5,2016-06-20,0.14,1,365,827.48
17929,2818557,A piano in front of the Tour Eiffel,14418565,Betty,,Vaugirard,48.851727186366176,2.2872187033986022,Entire home/apt,80,3,59,2016-06-26,2.29,1,341,826.87
34915,8745950,Grande chambre avec parquet,45877009,Jan,,Passy,48.85792315921502,2.2810084398192307,Private room,60,1,4,2015-11-09,0.46,2,315,826.66
32990,9898587,Appartement 2 pi?ces tr?s moderne,40485787,Abla,,Passy,48.86068835073611,2.2815499247388162,Entire home/apt,120,1,2,2016-03-28,0.56,1,365,826.6
34955,13722989,Luxury family flat Eiffel tower 3 bedrooms,80222534,Francois And Billy,,Passy,48.86328054213521,2.283811051354841,Entire home/apt,290,4,0,,,1,351,825.95
16705,2261887,Charming flat Tour Eiffel-Grenelle,11039683,Rapha?lle,,Vaugirard,48.851276048091314,2.288983960984268,Entire home/apt,111,3,11,2014-08-14,0.4,1,0,825.39
3593,2776198,Lovely 1BD by Eiffel Tower in 7th !,10148409,Kevin,,Palais-Bourbon,48.854688086426535,2.302059632031584,Entire home/apt,149,3,72,2016-06-16,2.73,2,334,824.07
34384,12793076,Appartement de standing Trocad?ro,9023556,Diane,,Passy,48.858292176932935,2.2810282224295353,Entire home/apt,140,1,2,2016-06-01,1.54,1,43,823.74
34753,6920777,"Charmant Studio, 1 min du Trocad?ro",10883012,Anais,,Passy,48.86491738058215,2.2870199738646253,Entire home/apt,75,1,8,2016-01-02,0.64,1,0,823.36
4015,12334406,Studio ? la Tour Eiffel,33974078,Marianne,,Palais-Bourbon,48.85267715119072,2.2994730761857696,Entire home/apt,65,5,7,2016-07-01,4.38,1,317,823.17
16181,6542984,Lovely flat in Paris near the Eiffel Tower,16392176,Caroline,,Vaugirard,48.85227014423255,2.2859212194970637,Entire home/apt,120,3,0,,,1,48,823.12
35050,12669222,Paris Tour Effeil Deluxe Apartment,68834772,Soukaina,,Passy,48.86103489368805,2.2817901343984417,Entire home/apt,149,2,0,,,1,360,822.97
33333,13387003,Trocad?ro avec vue sur la Tour Eiffel 100m2,16573500,L?a,,Passy,48.86477631068656,2.2866472987780333,Entire home/apt,146,2,0,,,1,59,822.86
4022,8534519,Chambre living eiffel,28964556,Christian,,Palais-Bourbon,48.855754658640635,2.3028028636269635,Private room,56,1,1,2015-09-29,0.11,4,362,822.59
35409,6077091,Paris16e TROCADERO Cosy sunny flat,7195042,Anais,,Passy,48.8647404051976,2.2865789800433345,Entire home/apt,60,2,13,2016-06-03,1.0,1,237,821.93
34717,13086277,Chambre chez l'habitant-Trocadero,10627317,Catherine,,Passy,48.86565213292568,2.2903424849944187,Private room,50,1,1,2016-06-09,1.0,1,294,821.74
16953,13552878,Paris Home,49684715,Majde,,Vaugirard,48.85104870286212,2.290840355086381,Entire home/apt,70,2,0,,,1,365,821.34
19223,412485,"Terrace EIFFEL TOWER view, Luxe, 6p",2053118,Tm,,Vaugirard,48.85199706271197,2.2979516702997063,Entire home/apt,751,1,61,2016-06-14,1.23,1,322,821.27
4659,10064267,50m2 ? 2 pas du Champ de Mars,15463929,Robin,,Palais-Bourbon,48.85247255065649,2.299025885059199,Entire home/apt,100,2,10,2016-04-23,1.83,1,78,820.74
16534,4736828,Appartement quartier agr?able,24454267,Bastien,,Vaugirard,48.85100705368399,2.2916810069121687,Entire home/apt,45,1,2,2015-03-11,0.11,1,246,820.32
18689,8190077,SPECTACULAR EIFFEL TOWER VIEW,1906328,Bosko,,Vaugirard,48.851896545967094,2.2869251315574752,Entire home/apt,251,2,2,2015-10-27,0.22,1,336,820.13
19320,2893288,"""Nowhere better than this place""",1224149,Eric,,Vaugirard,48.85202204265707,2.2979846384420144,Entire home/apt,346,1,6,2014-10-14,0.24,1,339,820.09
17366,1438113,LOVELY FURNISHED STUDIO IN PARIS,6841439,S?gol?ne,,Vaugirard,48.85101916104431,2.291538122828643,Entire home/apt,60,7,0,,,1,275,819.61
4080,1795442,Eiffel Tower Ecole Militaire Bosque,890976,Kamran,,Palais-Bourbon,48.856862942212246,2.3032511766504573,Entire home/apt,181,3,67,2016-05-30,2.08,10,3,819.5
18936,1482317,Nice 2 Bedrooms apt Tour Eiffel,2602596,No?mie,,Vaugirard,48.851335807635394,2.2955997276003197,Entire home/apt,150,7,5,2014-08-13,0.16,1,270,819.23
16211,6188949,Tour Eiffel avec piscine,2794652,Luiza,,Vaugirard,48.851752594794256,2.287382912929792,Entire home/apt,95,3,12,2016-06-24,0.9,1,344,819.01
33474,6431133,splendid Studio Champs Elys?es rare,21287995,Chris,,Passy,48.86567482512828,2.2909127817119104,Entire home/apt,49,3,3,2015-12-05,0.22,7,239,818.06
5085,7092223,2 pi?ces proche Tour Eiffel,37172918,Gabriel,,Palais-Bourbon,48.856957822612685,2.3032601644369044,Entire home/apt,100,1,0,,,1,0,818.05
19221,9193308,Studio aux pieds de la Tour Eiffel,2656113,Datis,,Vaugirard,48.85198880216168,2.286740350676605,Entire home/apt,40,1,3,2016-04-05,0.49,1,182,817.76
5058,2559397,Studio ? Paris,1863655,Manon,,Palais-Bourbon,48.8585885329504,2.30344085404954,Entire home/apt,79,2,2,2015-09-15,0.08,2,272,816.32
35045,6771122,Near Eiffel Tower 3 bedrooms,18229471,Billy,,Passy,48.86295866469529,2.2835727520713642,Entire home/apt,290,2,8,2016-06-19,0.64,1,339,816.3
16947,13683082,Eiffel Tower Apartment rent for 3 weeks,79672839,Modan,,Vaugirard,48.8517091357072,2.287609979125756,Entire home/apt,90,3,0,,,1,10,816.25
34407,7732004,Eiffel Tower Cosy Flat,40631241,Nicolas,,Passy,48.860406886865825,2.281568222870523,Entire home/apt,111,1,0,,,1,0,816.11
3515,9730905,Cozy flat near Eiffel Tower,3457474,Marie,,Palais-Bourbon,48.85675954515486,2.30316880124437,Entire home/apt,45,2,5,2016-06-19,1.06,1,237,816.06
32874,5074100,Central Paris near Eiffel Tower,26202658,Carolyn,,Passy,48.8630879463965,2.2837404344536565,Entire home/apt,251,3,4,2016-01-02,0.27,1,321,815.92
16192,13244377,Charming 2-room flat on the Seine and Tour Eiffel,16918080,Paolo,,Vaugirard,48.852072582222206,2.2865780352178366,Entire home/apt,69,2,3,2016-06-29,3.0,1,124,815.7
4633,7304429,appartement vue Tour Eiffel,37412824,Rebecca,,Palais-Bourbon,48.855919290087186,2.302792693436368,Entire home/apt,120,1,2,2015-08-25,0.18,1,0,815.58
34493,13231352,Romantic Cozy Studio with Eiffel Tower view,14085825,Theresa,,Passy,48.85587300711301,2.281807283190934,Entire home/apt,111,2,0,,,1,173,815.57
35718,11821042,Romantic apartment center of Paris,60021772,Alexandre,,Passy,48.85565645872055,2.281942080830577,Entire home/apt,111,1,10,2016-06-05,3.26,1,318,814.93
33472,1314535,Charming pocket loft Trocad?ro,6520006,Alba,,Passy,48.86567080994462,2.2913253705298704,Entire home/apt,160,2,5,2016-06-28,0.15,1,364,814.46
19219,11815255,Eiffel Tower Luxe Suite,62776107,Anka,,Vaugirard,48.851066863152504,2.2915458226971834,Entire home/apt,140,2,3,2016-06-17,1.76,6,351,814.28
34286,6622300,Studio lumineux proche du Trocad?ro,16164073,Matilda,,Passy,48.864814915255614,2.287001463793012,Entire home/apt,80,2,2,2016-01-24,0.18,1,91,813.95
4000,6433484,Lovely Flat Eiffel Tower Invalides,33405891,Sylvain,,Palais-Bourbon,48.85863845178718,2.3034025577037336,Entire home/apt,130,2,17,2016-06-19,1.4,1,258,813.7
34303,9507778,Passy - Trocad?ro / Tour eiffel,34006295,Meryem,,Passy,48.85606792221314,2.2817346990200553,Entire home/apt,49,1,1,2016-06-28,1.0,1,26,813.48
16761,2659119,"Space, confort, sun, calm ! and so Parisian ?",7945023,Muriel,,Vaugirard,48.851800718578474,2.2874107530075696,Entire home/apt,116,5,9,2016-04-02,0.38,1,186,813.3
34952,7300482,Large ensuite next to Eiffel tower,38240286,Wifek & Yassine,,Passy,48.860828827086586,2.281817384133606,Private room,69,1,27,2016-05-16,2.3,2,304,813.14
15851,4883566,Cozy Private Room Near Eiffel Tower,7439374,Smail,,Vaugirard,48.85134508038629,2.2953505217692958,Private room,45,4,6,2016-03-20,0.53,2,5,813.03
35151,7157228,La chambre de la Tour Eiffel,29307727,Genevieve,,Passy,48.86535162212335,2.2889752935292416,Private room,56,3,18,2016-06-13,1.61,1,53,812.87
17625,9347642,Studio next to the Eiffel Tower,48512661,Corentin,,Vaugirard,48.85120381304513,2.2901191116096005,Entire home/apt,42,2,1,2016-06-30,1.0,2,37,812.87
34216,12816178,Spectacular view facing the Seine,2116806,Audrey & Jean-Marie,,Passy,48.854745018948506,2.282642339579511,Entire home/apt,159,5,7,2016-06-29,4.47,1,115,812.84
19364,5527357,Studio Tour Eiffel,17208798,Stephane,,Vaugirard,48.85248298636358,2.285712763897122,Entire home/apt,49,2,5,2016-06-12,0.33,1,0,812.65
3961,7607362,"Hausman luxurious apartment,150 m2!",25633034,Agathe,,Palais-Bourbon,48.85763360919886,2.303337322194269,Entire home/apt,350,6,1,2015-08-26,0.1,1,34,812.58
16901,4374673,Cozy bright apt Eiffel Tower 2 br,13288342,Giulio And Fanny,,Vaugirard,48.851154643185126,2.29395934581624,Entire home/apt,171,2,8,2016-03-14,0.39,1,274,811.98
34137,8570030,CHARMING 2 ROOMS -VIEW EIFFEL TOWER,20832345,Keren,,Passy,48.8653945065624,2.289252272580671,Entire home/apt,70,2,13,2016-07-01,1.39,1,350,811.65
18492,2552887,Modern Paris Tour Eiffel Appartment,13070450,Maria,,Vaugirard,48.851097625241536,2.2914505620265166,Entire home/apt,120,3,9,2016-06-23,0.35,1,336,811.36
4510,4175704,Charming 75m2 flat on Eiffel tower,6710531,Paul,,Palais-Bourbon,48.85830316942268,2.303377401867838,Entire home/apt,199,1,15,2016-06-16,0.71,1,356,811.36
4276,11208590,Romantic 2-room under the roofs,33710759,Adrien,,Palais-Bourbon,48.857474905902265,2.3032865964381593,Entire home/apt,59,3,5,2016-05-29,1.32,1,75,810.87
19085,5926886,Appartement 4 personnes tour EIFFEL,30774438,Charles,,Vaugirard,48.85181312650635,2.297126310716623,Entire home/apt,50,2,4,2015-10-25,0.34,1,302,810.86
33377,7893948,Sunny appartment - Eiffel tower,41561561,Khalil,,Passy,48.865280114555034,2.2887320631072767,Entire home/apt,115,2,5,2016-06-29,3.66,1,105,810.81
35784,6166173,Studio au coeur de Passy,15681040,Younes,,Passy,48.857529485130215,2.281280138790488,Entire home/apt,40,3,0,,,1,44,810.72
18871,5682841,bel appartement deux pi?ces,29462960,Michel,,Vaugirard,48.85189964777918,2.297367300549729,Entire home/apt,95,1,0,,,1,0,810.15
16140,6592730,Studio proche Tour Eiffel et Seine,34491639,Sylvie,,Vaugirard,48.85111384064957,2.2913616373796244,Entire home/apt,50,4,2,2015-07-03,0.16,1,0,810.08
34010,6193731,6 Mandel  Hommage ? Christian Dior,32120324,Jean-Christophe,,Passy,48.86327555777051,2.2841015332990344,Private room,191,1,2,2016-03-25,0.16,2,318,809.75
35336,1628239,Charming flat central/Eiffel tower,8654197,Eva,,Passy,48.860287815735795,2.2816082803559703,Entire home/apt,90,2,0,,,1,238,809.71
33936,11428386,Beautiful flat close to Eiffel twr,7290324,Jean-Baptiste,,Passy,48.85490746505341,2.2825556559045137,Private room,70,1,0,,,1,365,809.6
35723,10763116,Tour Eiffel et Trocadero ? pied,55661533,Magalie,,Passy,48.85868471607747,2.2812318018519147,Entire home/apt,60,7,0,,,1,365,809.53
16230,1930256,Charmant appartement Tour Eiffel,9994025,Miya,,Vaugirard,48.85114801969355,2.29357993930259,Entire home/apt,85,2,21,2016-06-27,3.01,1,1,808.99
18739,2417579,"Stylish, Refurbished,  Eiffel Tower",8684935,Manick,,Vaugirard,48.85139997394522,2.295414249111276,Entire home/apt,160,3,52,2016-05-29,1.94,1,356,808.48
33365,5036645,Trocadero apartment,13013633,Benjamin,,Passy,48.86543527780552,2.2896680839945978,Entire home/apt,130,5,3,2015-10-16,0.22,52,364,808.26
34482,12297980,SUPERB EIFFEL VIEWS~3BR/2.5 IN 16TH,63579386,Daniel,,Passy,48.865041314381024,2.2879128830875737,Entire home/apt,391,5,0,,,5,271,807.53
4899,1095508,MODERN 1BR WITH EIFFEL TOWER VIEW - 26,1251704,Paul,,Palais-Bourbon,48.86167743160993,2.3021159408709417,Entire home/apt,181,1,4,2016-04-13,0.19,37,312,807.43
3812,13674623,studio near by the eiffel tour in 7eme paris,76193718,Semi,,Palais-Bourbon,48.86013632593807,2.302992777081178,Entire home/apt,45,3,2,2016-07-02,2.0,1,36,807.33
33120,8420242,The Perfect Parisian Studio,23324552,Morgane,,Passy,48.864742679049975,2.2975634517060497,Entire home/apt,80,2,3,2016-06-27,3.0,1,360,806.55
5020,10118878,Cite Branly - Apt - 4p,28464903,Marc,,Palais-Bourbon,48.86014766743529,2.302976402243885,Entire home/apt,160,1,1,2016-04-29,0.45,13,337,806.47
35303,13431910,Quiet and cosy studio in front of Eiffel Tower,76604823,Paul,,Passy,48.8648269916381,2.287267976178395,Entire home/apt,70,2,4,2016-06-25,4.0,1,73,806.07
34346,8537445,Modern Appartement at Trocadero,6484083,Hugo,,Passy,48.86537760140497,2.289447464612624,Entire home/apt,90,1,13,2016-06-13,1.54,1,21,806.04
4679,4939836,Paris Studio near the  Eiffel Tower,4049770,Vicky,,Palais-Bourbon,48.85659945901159,2.3029596350204278,Entire home/apt,39,3,36,2016-06-03,2.97,1,84,805.31
15923,4828788,Cosy Apartment - Near Eiffel Tower-,7439374,Smail,,Vaugirard,48.85148278981072,2.295660178209721,Entire home/apt,105,2,5,2015-11-16,0.27,2,32,804.98
